Player,Squad,Comp,Pos,primary_pos,Age,nineties,market_value_in_eur,market_value_eur_M,valuation_date,pos_group,perf_score,value_score
Bruno Fernandes,Manchester Utd,Premier League,MFFW,MF,28,21.0,75000000.0,75.0,2023-06-20,MF,12.343,0.16457333333333332
Álex Fernández,Cádiz,La Liga,MFFW,MF,30,13.6,4000000.0,4.0,2023-06-13,MF,8.131,2.03275
Fernando,Sevilla,La Liga,MFDF,MF,35,10.8,,,,MF,9.43,
Fernando,Sevilla,La Liga,MFDF,MF,35,10.8,3000000.0,3.0,2023-06-13,MF,9.43,3.143333333333333
Fernando,Sevilla,La Liga,MFDF,MF,35,10.8,2100000.0,2.1,2023-06-08,MF,9.43,4.4904761904761905
Fernando,Sevilla,La Liga,MFDF,MF,35,10.8,,,,MF,9.43,
Fernando,Sevilla,La Liga,MFDF,MF,35,10.8,10000000.0,10.0,2023-06-12,MF,9.43,0.943
Fernando,Sevilla,La Liga,MFDF,MF,35,10.8,,,,MF,9.43,
Jordan Ferri,Montpellier,Ligue 1,MF,MF,30,16.8,5000000.0,5.0,2023-06-27,MF,13.678,2.7356000000000003
Seko Fofana,Lens,Ligue 1,MF,MF,27,19.4,32000000.0,32.0,2023-06-27,MF,11.372,0.355375
Youssouf Fofana,Monaco,Ligue 1,MF,MF,24,20.4,25000000.0,25.0,2023-06-27,MF,12.833999999999998,0.5133599999999999
Davide Frattesi,Sassuolo,Serie A,MF,MF,23,19.2,25000000.0,25.0,2023-06-15,MF,8.233999999999998,0.32935999999999993
Remo Freuler,Nott'ham Forest,Premier League,MF,MF,30,16.2,8000000.0,8.0,2023-06-20,MF,5.895,0.736875
Iñigo Ruiz de Galarreta,Mallorca,La Liga,MF,MF,29,14.5,3000000.0,3.0,2023-06-13,MF,10.579,3.5263333333333335
Idrissa Gana Gueye,Everton,Premier League,MF,MF,33,13.6,,,,MF,8.932,
Aleix García,Girona,La Liga,MF,MF,25,20.3,10000000.0,10.0,2023-06-13,MF,13.843000000000002,1.3843
Johan Gastien,Clermont Foot,Ligue 1,MF,MF,35,17.4,700000.0,0.7,2023-06-27,MF,15.661000000000001,22.372857142857146
Gavi,Barcelona,La Liga,MFFW,MF,18,14.1,90000000.0,90.0,2023-06-13,MF,9.732,0.10813333333333333
Dennis Geiger,Hoffenheim,Bundesliga,MF,MF,24,13.1,8000000.0,8.0,2023-06-22,MF,11.071,1.383875
Yannick Gerhardt,Wolfsburg,Bundesliga,MF,MF,28,10.8,6000000.0,6.0,2023-06-22,MF,8.472999999999999,1.4121666666666666
Morgan Gibbs-White,Nott'ham Forest,Premier League,MFFW,MF,23,17.3,40000000.0,40.0,2023-06-20,MF,8.376000000000001,0.20940000000000003
Aleksandr Golovin,Monaco,Ligue 1,MFFW,MF,26,17.5,28000000.0,28.0,2023-06-27,MF,9.343,0.33367857142857144
Angel Gomes,Lille,Ligue 1,MF,MF,22,18.6,16000000.0,16.0,2023-06-27,MF,12.122,0.757625
Moi Gómez,Osasuna,La Liga,MFFW,MF,28,18.2,10000000.0,10.0,2023-06-13,MF,13.990000000000002,1.3990000000000002
Joan Gonzàlez,Lecce,Serie A,MF,MF,21,17.8,,,,MF,6.720000000000001,
Leon Goretzka,Bayern Munich,Bundesliga,MF,MF,28,11.3,45000000.0,45.0,2023-06-22,MF,10.578,0.23506666666666665
Mario Götze,Eint Frankfurt,Bundesliga,MF,MF,30,17.8,12000000.0,12.0,2023-06-22,MF,9.132,0.761
Christian Groß,Werder Bremen,Bundesliga,MF,MF,34,13.3,500000.0,0.5,2023-06-22,MF,6.993,13.986
Pascal Groß,Brighton,Premier League,MFDF,MF,31,20.2,8000000.0,8.0,2023-06-20,MF,12.749,1.593625
Ilia Gruev,Werder Bremen,Bundesliga,MF,MF,22,10.7,3000000.0,3.0,2023-06-22,MF,8.038,2.6793333333333336
Carlos Gruezo,Augsburg,Bundesliga,MF,MF,27,10.7,3000000.0,3.0,2023-03-31,MF,5.964,1.9880000000000002
Mattéo Guendouzi,Marseille,Ligue 1,MF,MF,23,16.2,25000000.0,25.0,2023-06-27,MF,14.033000000000001,0.56132
Hugo Guillamón,Valencia,La Liga,MF,MF,23,12.7,14000000.0,14.0,2023-06-13,MF,12.428999999999998,0.8877857142857142
Bruno Guimarães,Newcastle Utd,Premier League,MF,MF,25,15.5,70000000.0,70.0,2023-06-20,MF,13.591000000000001,0.19415714285714286
Gerard Gumbau,Elche,La Liga,MF,MF,28,14.0,3500000.0,3.5,2023-06-13,MF,9.693999999999999,2.7697142857142856
Ýlkay Gündoðan,Manchester City,Premier League,MF,MF,32,13.9,,,,MF,14.945999999999998,
Janik Haberer,Union Berlin,Bundesliga,MF,MF,28,13.9,7000000.0,7.0,2023-06-22,MF,5.978000000000001,0.8540000000000001
Jordan Henderson,Liverpool,Premier League,MF,MF,32,10.2,10000000.0,10.0,2023-06-20,MF,17.052,1.7052
Son Heung-min,Tottenham,Premier League,MFFW,MF,30,19.2,,,,MF,4.904999999999999,
Morten Hjulmand,Lecce,Serie A,MF,MF,23,19.0,15000000.0,15.0,2023-06-15,MF,10.674999999999999,0.7116666666666666
Nicolas Höfler,Freiburg,Bundesliga,MF,MF,32,18.4,2500000.0,2.5,2023-06-22,MF,7.645,3.058
Pierre Højbjerg,Tottenham,Premier League,MF,MF,27,21.8,,,,MF,14.216000000000001,
Bonke Innocent,Lorient,Ligue 1,MF,MF,27,10.2,2000000.0,2.0,2023-06-27,MF,6.253,3.1265
Alex Iwobi,Everton,Premier League,MF,MF,26,20.8,28000000.0,28.0,2023-06-20,MF,10.07,0.35964285714285715
Lee Jae-sung,Mainz 05,Bundesliga,MF,MF,30,12.4,,,,MF,7.782,
Vitaly Janelt,Brentford,Premier League,MFDF,MF,24,15.8,20000000.0,20.0,2023-06-20,MF,7.337,0.36685
Mathias Jensen,Brentford,Premier League,MF,MF,27,18.6,22000000.0,22.0,2023-06-20,MF,9.691,0.44050000000000006
Mathias Jensen,Brentford,Premier League,MF,MF,27,18.6,,,,MF,9.691,
Joelinton,Newcastle Utd,Premier League,MFFW,MF,26,18.8,42000000.0,42.0,2023-06-20,MF,8.946,0.213
Frenkie de Jong,Barcelona,La Liga,MF,MF,25,14.5,75000000.0,75.0,2023-06-13,MF,17.557,0.23409333333333332
Joan Jordán,Sevilla,La Liga,MF,MF,28,13.0,9000000.0,9.0,2023-06-13,MF,15.721000000000002,1.746777777777778
Jorginho,Chelsea,Premier League,MF,MF,31,14.2,25000000.0,25.0,2023-06-20,MF,13.26,0.5304
Jorginho,Chelsea,Premier League,MF,MF,31,14.2,,,,MF,13.26,
Jorginho,Chelsea,Premier League,MF,MF,31,14.2,400000.0,0.4,2023-06-06,MF,13.26,33.15
Jorginho,Chelsea,Premier League,MF,MF,31,14.2,,,,MF,13.26,
Jorginho,Chelsea,Premier League,MF,MF,31,14.2,,,,MF,13.26,
Florian Kainz,Köln,Bundesliga,MFFW,MF,30,14.5,5000000.0,5.0,2023-06-22,MF,11.123999999999999,2.2247999999999997
Daichi Kamada,Eint Frankfurt,Bundesliga,MFFW,MF,26,13.3,27000000.0,27.0,2023-06-22,MF,12.444,0.4608888888888889
Boubacar Kamara,Aston Villa,Premier League,MF,MF,23,13.3,30000000.0,30.0,2023-06-20,MF,10.190999999999999,0.33969999999999995
Lee Kangin,Mallorca,La Liga,MFFW,MF,21,16.9,,,,MF,6.8229999999999995,
Atakan Karazor,Stuttgart,Bundesliga,MF,MF,26,10.3,4000000.0,4.0,2023-06-22,MF,8.907,2.22675
Saîf-Eddine Khaoui,Clermont Foot,Ligue 1,MFFW,MF,27,15.8,2000000.0,2.0,2023-06-27,MF,7.002999999999999,3.5014999999999996
Rani Khedira,Union Berlin,Bundesliga,MF,MF,29,18.5,10000000.0,10.0,2023-06-22,MF,5.4030000000000005,0.5403
Joshua Kimmich,Bayern Munich,Bundesliga,MF,MF,28,17.8,75000000.0,75.0,2023-06-22,MF,22.228,0.2963733333333334
Dominik Kohr,Mainz 05,Bundesliga,MF,MF,29,15.7,3500000.0,3.5,2023-06-22,MF,11.222000000000001,3.206285714285715
Koke,Atlético Madrid,La Liga,MF,MF,31,12.5,16000000.0,16.0,2023-06-13,MF,11.48,0.7175
Geoffrey Kondogbia,Atlético Madrid,La Liga,MF,MF,29,10.7,14000000.0,14.0,2023-06-13,MF,9.236,0.6597142857142858
Kouadio Koné,M'Gladbach,Bundesliga,MF,MF,21,17.3,,,,MF,11.156999999999998,
Teun Koopmeiners,Atalanta,Serie A,MF,MF,24,20.4,30000000.0,30.0,2023-06-15,MF,12.881,0.4293666666666667
Rominigue Kouamé,Troyes,Ligue 1,MF,MF,26,18.9,4500000.0,4.5,2023-06-27,MF,12.638,2.8084444444444445
Alex Král,Schalke 04,Bundesliga,MF,MF,24,12.2,7000000.0,7.0,2023-06-22,MF,7.071000000000001,1.0101428571428572
Andrej Kramari?,Hoffenheim,Bundesliga,MFFW,MF,31,15.2,,,,MF,8.732000000000001,
Christoph Kramer,M'Gladbach,Bundesliga,MF,MF,31,16.2,2500000.0,2.5,2023-06-22,MF,7.1129999999999995,2.8451999999999997
Tom Krauß,Schalke 04,Bundesliga,MF,MF,21,18.2,7000000.0,7.0,2023-06-22,MF,6.703000000000001,0.9575714285714287
Toni Kroos,Real Madrid,La Liga,MF,MF,33,13.5,15000000.0,15.0,2023-06-13,MF,30.273,2.0181999999999998
Dejan Kulusevski,Tottenham,Premier League,MFFW,MF,22,12.6,50000000.0,50.0,2023-06-20,MF,5.7509999999999994,0.11501999999999998
Théo Le Bris,Lorient,Ligue 1,MFDF,MF,20,10.6,3000000.0,3.0,2023-06-27,MF,5.463,1.821
Enzo Le Fée,Lorient,Ligue 1,MF,MF,23,21.4,20000000.0,20.0,2023-06-27,MF,14.924,0.7462
Pierre Lees-Melou,Brest,Ligue 1,MF,MF,29,15.7,4000000.0,4.0,2023-06-27,MF,11.956,2.989
Johann Lepenant,Lyon,Ligue 1,MF,MF,20,13.3,10000000.0,10.0,2023-06-27,MF,13.460999999999999,1.3460999999999999
Mehdi Léris,Sampdoria,Serie A,MFDF,MF,24,15.1,2500000.0,2.5,2023-06-15,MF,4.9590000000000005,1.9836000000000003
Jefferson Lerma,Bournemouth,Premier League,MFDF,MF,28,21.9,20000000.0,20.0,2023-06-20,MF,7.246,0.3623
Jesper Lindstrøm,Eint Frankfurt,Bundesliga,MFFW,MF,22,13.4,28000000.0,28.0,2023-06-22,MF,4.032,0.144
Karol Linetty,Torino,Serie A,MF,MF,28,13.8,3500000.0,3.5,2023-06-15,MF,8.282,2.366285714285714
Marcos Llorente,Atlético Madrid,La Liga,MFDF,MF,28,11.3,35000000.0,35.0,2023-06-13,MF,8.350999999999999,0.23859999999999998
Stanislav Lobotka,Napoli,Serie A,MF,MF,28,19.4,40000000.0,40.0,2023-06-15,MF,12.494,0.31235
Manuel Locatelli,Juventus,Serie A,MF,MF,25,15.6,30000000.0,30.0,2023-06-15,MF,11.661,0.3887
Ruben Loftus-Cheek,Chelsea,Premier League,MFDF,MF,27,11.5,25000000.0,25.0,2023-06-20,MF,11.817,0.47268
Sean Longstaff,Newcastle Utd,Premier League,MF,MF,25,18.7,25000000.0,25.0,2023-06-20,MF,8.771,0.35084000000000004
Rony Lopes,Troyes,Ligue 1,MFFW,MF,27,13.8,4000000.0,4.0,2023-06-27,MF,7.765,1.94125
Maxime Lopez,Sassuolo,Serie A,MF,MF,25,12.4,15000000.0,15.0,2023-06-15,MF,17.093999999999998,1.1396
Anthony Losilla,Bochum,Bundesliga,MF,MF,36,19.7,500000.0,0.5,2023-06-22,MF,6.498,12.996
Sandi Lovri?,Udinese,Serie A,MF,MF,24,11.6,,,,MF,11.530999999999999,
Douglas Luiz,Aston Villa,Premier League,MF,MF,24,15.9,40000000.0,40.0,2023-06-20,MF,9.184999999999999,0.22962499999999997
Saa Luki?,Torino,Serie A,MF,MF,26,13.3,,,,MF,8.875,
Alexis Mac Allister,Brighton,Premier League,MF,MF,24,17.2,65000000.0,65.0,2023-06-20,MF,11.009999999999998,0.16938461538461536
James Maddison,Leicester City,Premier League,MFFW,MF,26,14.1,60000000.0,60.0,2023-06-20,MF,13.438999999999998,0.2239833333333333
Hugo Magnetti,Brest,Ligue 1,MF,MF,24,10.6,2000000.0,2.0,2023-06-27,MF,8.942,4.471
Yohann Magnin,Clermont Foot,Ligue 1,MFDF,MF,25,18.5,2500000.0,2.5,2023-06-27,MF,9.579,3.8316000000000003
Arne Maier,Augsburg,Bundesliga,MF,MF,24,10.3,6500000.0,6.5,2023-06-22,MF,6.577,1.0118461538461538
Rolando Mandragora,Fiorentina,Serie A,MF,MF,25,10.2,10000000.0,10.0,2023-06-15,MF,15.443999999999999,1.5444
Vincent Marchetti,Ajaccio,Ligue 1,MF,MF,25,18.4,2500000.0,2.5,2023-06-27,MF,11.049000000000001,4.419600000000001
R?zvan Marin,Empoli,Serie A,MF,MF,26,16.7,,,,MF,9.271,
Eric Martel,Köln,Bundesliga,MF,MF,20,11.4,9000000.0,9.0,2023-06-22,MF,5.941000000000001,0.6601111111111112
Omar Mascarell,Elche,La Liga,MF,MF,30,17.2,3000000.0,3.0,2023-06-13,MF,9.022,3.0073333333333334
Nemanja Mati?,Roma,Serie A,MF,MF,34,13.6,,,,MF,13.142,
Azor Matusiwa,Reims,Ligue 1,MF,MF,24,14.8,7500000.0,7.5,2023-06-27,MF,13.491000000000001,1.7988000000000002
John McGinn,Aston Villa,Premier League,MF,MF,28,13.6,27000000.0,27.0,2023-06-20,MF,10.502999999999998,0.38899999999999996
Weston McKennie,Juventus,Serie A,MFDF,MF,24,11.7,18000000.0,18.0,2023-06-20,MF,6.252999999999999,0.34738888888888886
Gary Medel,Bologna,Serie A,MFDF,MF,35,14.1,800000.0,0.8,2023-06-15,MF,8.189,10.23625
Soualiho Meïté,Cremonese,Serie A,MF,MF,28,12.7,3500000.0,3.5,2023-06-15,MF,7.960999999999999,2.2745714285714285
Gonzalo Melero,Almería,La Liga,MF,MF,29,12.0,4000000.0,4.0,2023-06-13,MF,10.125,2.53125
Brais Méndez,Real Sociedad,La Liga,MF,MF,26,16.1,25000000.0,25.0,2023-06-13,MF,10.638000000000002,0.42552000000000006
Batista Mendy,Angers,Ligue 1,MFDF,MF,23,18.0,3000000.0,3.0,2023-06-27,MF,12.281,4.093666666666667
Mikel Merino,Real Sociedad,La Liga,MF,MF,26,14.3,50000000.0,50.0,2023-06-13,MF,14.96,0.2992
Roque Mesa,Valladolid,La Liga,MF,MF,33,11.9,2500000.0,2.5,2023-06-13,MF,13.786,5.5144
Lionel Messi,Paris S-G,Ligue 1,MFFW,MF,35,17.5,35000000.0,35.0,2023-06-27,MF,20.802,0.5943428571428572
Sergej Milinkovi?-Savi?,Lazio,Serie A,MF,MF,27,19.4,,,,MF,12.027,
Luis Milla,Getafe,La Liga,MF,MF,28,12.9,4000000.0,4.0,2023-06-13,MF,12.64,3.16
Aleksei Miranchuk,Torino,Serie A,MF,MF,27,12.9,,,,MF,8.326,
Henrikh Mkhitaryan,Inter,Serie A,MF,MF,34,12.8,6000000.0,6.0,2023-06-15,MF,10.725999999999999,1.7876666666666665
Luka Modri?,Real Madrid,La Liga,MF,MF,37,12.5,,,,MF,18.2,
Jon Moncayola,Osasuna,La Liga,MFFW,MF,24,13.6,12000000.0,12.0,2023-06-13,MF,12.709,1.0590833333333334
Monchu,Valladolid,La Liga,MF,MF,23,11.1,5000000.0,5.0,2023-06-13,MF,8.703,1.7406
Mason Mount,Chelsea,Premier League,MFFW,MF,24,17.1,60000000.0,60.0,2023-06-20,MF,9.97,0.16616666666666668
João Moutinho,Wolves,Premier League,MF,MF,36,15.5,1500000.0,1.5,2023-06-20,MF,14.648999999999997,9.765999999999998
João Moutinho,Wolves,Premier League,MF,MF,36,15.5,1500000.0,1.5,2023-06-15,MF,14.648999999999997,9.765999999999998
Samuel Moutoussamy,Nantes,Ligue 1,MF,MF,26,12.9,5000000.0,5.0,2023-06-27,MF,10.834,2.1668
Marshall Munetsi,Reims,Ligue 1,MF,MF,26,16.0,9000000.0,9.0,2023-06-27,MF,7.06,0.7844444444444444
Iker Muniain,Athletic Club,La Liga,MF,MF,30,12.3,9000000.0,9.0,2023-06-13,MF,15.239,1.6932222222222224
Yunus Musah,Valencia,La Liga,MF,MF,20,15.5,18000000.0,18.0,2023-06-13,MF,8.753,0.4862777777777778
Jamal Musiala,Bayern Munich,Bundesliga,MFFW,MF,19,15.1,110000000.0,110.0,2023-06-22,MF,9.081999999999999,0.08256363636363635
Wilfred Ndidi,Leicester City,Premier League,MFDF,MF,26,10.0,25000000.0,25.0,2023-06-20,MF,8.93,0.35719999999999996
Rúben Neves,Wolves,Premier League,MF,MF,25,21.0,40000000.0,40.0,2023-06-20,MF,13.274000000000001,0.33185000000000003
Neymar,Paris S-G,Ligue 1,MFFW,MF,31,16.6,60000000.0,60.0,2023-06-27,MF,19.811999999999998,0.33019999999999994
Riad Nouri,Ajaccio,Ligue 1,MF,MF,37,13.5,200000.0,0.2,2023-06-27,MF,5.300999999999999,26.504999999999995
Matheus Nunes,Wolves,Premier League,MF,MF,24,15.6,45000000.0,45.0,2023-06-20,MF,7.567,0.16815555555555556
Christian Nørgaard,Brentford,Premier League,MF,MF,28,10.7,16000000.0,16.0,2023-06-20,MF,8.846,0.552875
Brian Ocampo,Cádiz,La Liga,MFFW,MF,23,11.8,2000000.0,2.0,2023-06-13,MF,4.445,2.2225
Michael Olise,Crystal Palace,Premier League,MFFW,MF,21,15.3,38000000.0,38.0,2023-06-20,MF,9.061,0.23844736842105263
Amadou Onana,Everton,Premier League,MF,MF,21,16.5,45000000.0,45.0,2023-06-20,MF,7.295000000000001,0.16211111111111112
Aimar Oroz,Osasuna,La Liga,MFFW,MF,21,10.8,15000000.0,15.0,2023-06-13,MF,6.861,0.4574
Azzedine Ounahi,Angers,Ligue 1,MFFW,MF,22,12.5,12000000.0,12.0,2023-06-27,MF,14.136,1.178
Salih Özcan,Dortmund,Bundesliga,MF,MF,25,13.1,13000000.0,13.0,2023-06-22,MF,9.951,0.7654615384615385
João Palhinha,Fulham,Premier League,MF,MF,27,21.7,40000000.0,40.0,2023-06-20,MF,7.944,0.1986
Lucas Paquetá,West Ham,Premier League,MF,MF,25,12.0,45000000.0,45.0,2023-06-20,MF,11.62,0.2582222222222222
Daniel Parejo,Villarreal,La Liga,MF,MF,33,19.5,,,,MF,16.983,
Thomas Partey,Arsenal,Premier League,MF,MF,29,17.1,35000000.0,35.0,2023-06-20,MF,17.598,0.5028
Mario Paali?,Atalanta,Serie A,MFFW,MF,28,11.4,,,,MF,8.622,
Pedri,Barcelona,La Liga,MFFW,MF,20,17.1,100000000.0,100.0,2023-06-13,MF,17.07,0.1707
Lorenzo Pellegrini,Roma,Serie A,MF,MF,26,17.9,35000000.0,35.0,2023-06-15,MF,8.329,0.23797142857142858
Andreas Pereira,Fulham,Premier League,MF,MF,27,21.2,18000000.0,18.0,2023-06-20,MF,8.19,0.45499999999999996
Mathias Pereira Lage,Brest,Ligue 1,MFFW,MF,26,12.0,2000000.0,2.0,2023-06-27,MF,5.477,2.7385
Kike Pérez,Valladolid,La Liga,MF,MF,25,14.9,4500000.0,4.5,2023-06-13,MF,10.850000000000001,2.4111111111111114
Matteo Pessina,Monza,Serie A,MF,MF,25,17.0,15000000.0,15.0,2023-06-15,MF,13.097000000000001,0.8731333333333334
Charles Pickel,Cremonese,Serie A,MF,MF,25,15.5,3800000.0,3.8,2023-06-15,MF,9.561,2.5160526315789475
Yeremi Pino,Villarreal,La Liga,MFFW,MF,20,12.4,,,,MF,4.29,
Julien Ponceau,Lorient,Ligue 1,MF,MF,22,12.6,2500000.0,2.5,2023-06-27,MF,10.816000000000003,4.326400000000001
Sanjin Prci?,Strasbourg,Ligue 1,MF,MF,29,15.2,,,,MF,11.927,
Grischa Prömel,Hoffenheim,Bundesliga,MF,MF,28,11.9,7000000.0,7.0,2023-06-22,MF,4.873,0.6961428571428572
Adrien Rabiot,Juventus,Serie A,MF,MF,27,15.5,40000000.0,40.0,2023-06-15,MF,9.834,0.24584999999999999
Nemanja Radonji?,Torino,Serie A,MFFW,MF,26,10.2,,,,MF,4.542,
Ivan Rakiti?,Sevilla,La Liga,MF,MF,34,10.5,,,,MF,15.457999999999998,
Aaron Ramsey,Nice,Ligue 1,MF,MF,32,11.3,2500000.0,2.5,2023-06-27,MF,11.107000000000001,4.4428
Aaron Ramsey,Nice,Ligue 1,MF,MF,32,11.3,5000000.0,5.0,2023-06-01,MF,11.107000000000001,2.2214
Jacob Ramsey,Aston Villa,Premier League,MF,MF,21,13.7,42000000.0,42.0,2023-06-20,MF,8.919,0.21235714285714286
Elba Rashani,Clermont Foot,Ligue 1,MFDF,MF,29,14.3,,,,MF,4.234999999999999,
Rayan Raveloson,Auxerre,Ligue 1,MFDF,MF,26,11.2,1800000.0,1.8,2023-06-27,MF,7.952999999999999,4.418333333333333
Harrison Reed,Fulham,Premier League,MF,MF,28,20.2,18000000.0,18.0,2023-06-20,MF,6.49,0.3605555555555556
Elvis Rexhbeçaj,Augsburg,Bundesliga,MF,MF,25,17.8,,,,MF,7.451999999999999,
Samuele Ricci,Torino,Serie A,MF,MF,21,13.3,20000000.0,20.0,2023-06-15,MF,10.5,0.525
Declan Rice,West Ham,Premier League,MF,MF,24,22.0,90000000.0,90.0,2023-06-20,MF,15.872,0.17635555555555554
Tomás Rincón,Sampdoria,Serie A,MF,MF,35,14.7,800000.0,0.8,2023-06-15,MF,11.384,14.23
Rodrigo Riquelme,Girona,La Liga,MFFW,MF,22,14.1,12000000.0,12.0,2023-06-13,MF,6.775999999999999,0.5646666666666665
Lucas Robertone,Almería,La Liga,MF,MF,25,16.5,7000000.0,7.0,2023-06-13,MF,10.030000000000001,1.432857142857143
Marc Roca,Leeds United,Premier League,MF,MF,26,16.2,10000000.0,10.0,2023-06-20,MF,15.031999999999998,1.5031999999999999
Rodri,Manchester City,Premier League,MF,MF,26,19.3,,,,MF,19.900000000000002,
Rodri,Manchester City,Premier League,MF,MF,26,19.3,90000000.0,90.0,2023-06-20,MF,19.900000000000002,0.22111111111111115
Óscar Rodríguez Arnaiz,Celta Vigo,La Liga,MF,MF,24,13.3,,,,MF,13.3,
Dani Rodríguez,Mallorca,La Liga,MF,MF,34,13.0,1200000.0,1.2,2023-06-13,MF,7.218,6.015000000000001
Dani Rodríguez,Mallorca,La Liga,MF,MF,34,13.0,,,,MF,7.218,
Guido Rodríguez,Betis,La Liga,MF,MF,28,16.4,28000000.0,28.0,2023-06-13,MF,8.972,0.3204285714285714
Oriol Romeu,Girona,La Liga,MF,MF,31,17.0,5000000.0,5.0,2023-06-13,MF,9.381,1.8762
Valentin Rongier,Marseille,Ligue 1,MF,MF,28,19.7,22000000.0,22.0,2023-06-27,MF,14.196,0.6452727272727272
Marten de Roon,Atalanta,Serie A,MF,MF,31,17.9,10000000.0,10.0,2023-06-15,MF,9.489,0.9489000000000001
Pablo Rosario,Nice,Ligue 1,MFDF,MF,26,10.9,6000000.0,6.0,2023-06-27,MF,9.911,1.6518333333333333
Fabián Ruiz Peña,Paris S-G,Ligue 1,MF,MF,26,10.5,,,,MF,13.443999999999999,
Abdelhamid Sabiri,Sampdoria,Serie A,MFFW,MF,26,10.2,2500000.0,2.5,2023-06-15,MF,9.733,3.8932
Hamza Sakhi,Auxerre,Ligue 1,MF,MF,26,17.4,2000000.0,2.0,2023-06-27,MF,14.606,7.303
Fede San Emeterio,Cádiz,La Liga,MF,MF,25,10.8,2000000.0,2.0,2023-06-13,MF,4.596,2.298
Oihan Sancet,Athletic Club,La Liga,MF,MF,22,15.7,30000000.0,30.0,2023-06-13,MF,9.251000000000001,0.30836666666666673
Leroy Sané,Bayern Munich,Bundesliga,MFFW,MF,27,13.6,65000000.0,65.0,2023-06-22,MF,10.294,0.1583692307692308
Muhammed Saracevic Cham,Clermont Foot,Ligue 1,MF,MF,22,13.6,,,,MF,9.209000000000001,
Téji Savanier,Montpellier,Ligue 1,MF,MF,31,17.3,10000000.0,10.0,2023-06-27,MF,16.242,1.6242
Xaver Schlager,RB Leipzig,Bundesliga,MF,MF,25,14.0,22000000.0,22.0,2023-06-22,MF,9.839,0.44722727272727275
Jeffrey Schlupp,Crystal Palace,Premier League,MF,MF,30,18.1,7000000.0,7.0,2023-06-20,MF,6.8660000000000005,0.980857142857143
Romano Schmid,Werder Bremen,Bundesliga,MF,MF,23,10.5,4500000.0,4.5,2023-06-22,MF,9.974,2.2164444444444444
Jerdy Schouten,Bologna,Serie A,MF,MF,26,12.9,12000000.0,12.0,2023-06-15,MF,9.984,0.832
Stefano Sensi,Monza,Serie A,MF,MF,27,10.7,8000000.0,8.0,2023-06-15,MF,18.512,2.314
Suat Serdar,Hertha BSC,Bundesliga,MF,MF,25,14.0,4500000.0,4.5,2023-06-22,MF,7.877,1.7504444444444445
Bernardo Silva,Manchester City,Premier League,MFFW,MF,28,15.7,80000000.0,80.0,2023-06-20,MF,9.972000000000001,0.12465000000000001
David Silva,Real Sociedad,La Liga,MF,MF,37,12.4,4000000.0,4.0,2023-06-13,MF,14.043999999999999,3.5109999999999997
David Silva,Real Sociedad,La Liga,MF,MF,37,12.4,,,,MF,14.043999999999999,
David Silva,Real Sociedad,La Liga,MF,MF,37,12.4,,,,MF,14.043999999999999,
David Silva,Real Sociedad,La Liga,MF,MF,37,12.4,,,,MF,14.043999999999999,
Lassine Sinayoko,Auxerre,Ligue 1,MFFW,MF,23,13.2,1200000.0,1.2,2023-06-27,MF,7.6690000000000005,6.390833333333334
Moussa Sissoko,Nantes,Ligue 1,MF,MF,33,12.7,2500000.0,2.5,2023-06-27,MF,8.785,3.5140000000000002
Ellyes Skhiri,Köln,Bundesliga,MF,MF,27,17.7,13000000.0,13.0,2023-06-22,MF,10.286,0.7912307692307692
Florian Sotoca,Lens,Ligue 1,MFFW,MF,32,19.9,4000000.0,4.0,2023-06-27,MF,12.845,3.21125
Tomá Sou?ek,West Ham,Premier League,MF,MF,27,18.4,,,,MF,6.970000000000001,
Vinicius Souza,Espanyol,La Liga,MF,MF,23,17.0,,,,MF,7.680000000000001,
Djibril Sow,Eint Frankfurt,Bundesliga,MF,MF,26,17.0,22000000.0,22.0,2023-06-22,MF,11.766,0.5348181818181819
Stijn Spierings,Toulouse,Ligue 1,MF,MF,26,22.0,6000000.0,6.0,2023-06-27,MF,13.659,2.2765
Anton Stach,Mainz 05,Bundesliga,MF,MF,24,13.4,15000000.0,15.0,2023-06-22,MF,9.64,0.6426666666666667
Kevin Stöger,Bochum,Bundesliga,MF,MF,29,17.2,3000000.0,3.0,2023-06-22,MF,14.694999999999999,4.8983333333333325
Ivan unji?,Hertha BSC,Bundesliga,MF,MF,26,10.6,,,,MF,7.0840000000000005,
Mattias Svanberg,Wolfsburg,Bundesliga,MF,MF,24,11.2,18000000.0,18.0,2023-06-22,MF,7.033,0.39072222222222225
Dominik Szoboszlai,RB Leipzig,Bundesliga,MFFW,MF,22,15.0,50000000.0,50.0,2023-06-22,MF,11.576999999999998,0.23153999999999997
Flavien Tait,Rennes,Ligue 1,MF,MF,30,15.1,6000000.0,6.0,2023-06-27,MF,16.450000000000003,2.741666666666667
Adrien Tameze,Hellas Verona,Serie A,MF,MF,29,17.4,,,,MF,6.999999999999999,
Florian Tardieu,Troyes,Ligue 1,MF,MF,30,11.2,2000000.0,2.0,2023-06-27,MF,15.65,7.825
Marcus Tavernier,Bournemouth,Premier League,MFFW,MF,23,14.6,17000000.0,17.0,2023-06-20,MF,4.925,0.28970588235294115
Aurélien Tchouaméni,Real Madrid,La Liga,MF,MF,23,11.8,85000000.0,85.0,2023-06-13,MF,13.734,0.1615764705882353
